repo,condition,model,pred_index,category,actor,name,description,evidence_paths,matched_gold,best_similarity,path_coverage
engripaye__library-management-system,readme_plus_code,deepseek-v4-pro,4,matched_supported_goal,User,Register User,Register a new library user with full name and email.,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java: create endpoint | UserService.java: create method,Register library user,0.6667,0.2
engripaye__library-management-system,readme_plus_code,deepseek-v4-pro,5,matched_supported_goal,User,List All Users,View a list of all registered library users.,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java: list endpoint,List library users,0.5,0.25
engripaye__library-management-system,readme_plus_code,deepseek-v4-pro,6,matched_supported_goal,User,Borrow Book,"Borrow a book by specifying the user, the book, and an optional loan period.",src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java: borrow endpoint | LoanService.java: borrow method,Borrow book,1.0,0.1667
engripaye__library-management-system,readme_plus_code,deepseek-v4-pro,7,matched_supported_goal,User,Return Book,Return a borrowed book using the loan ID.,src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java: returnBook endpoint | LoanService.java: returnBook method,Return borrowed book,0.6667,0.2
engripaye__library-management-system,random_code_same_budget,deepseek-v4-pro,0,matched_supported_goal,Librarian,Create user,Register a new library member with full name and email.,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java | src/main/java/org/engripaye/librarymanagementsystem/service/UserService.java | src/main/java/org/engripaye/librarymanagementsystem/m...,Register library user,0.4333,0.6
engripaye__library-management-system,random_code_same_budget,deepseek-v4-pro,1,matched_goal_missing_or_wrong_path,Librarian,List users,Retrieve all registered library members.,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java | src/main/java/org/engripaye/librarymanagementsystem/repository/UserRepository.java,List books,0.6667,0.0
engripaye__library-management-system,random_code_same_budget,deepseek-v4-pro,2,matched_goal_missing_or_wrong_path,Librarian,Get user details,View a specific library member's information by ID.,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java | src/main/java/org/engripaye/librarymanagementsystem/service/UserService.java,View book detail,0.3069,0.0
engripaye__library-management-system,random_code_same_budget,deepseek-v4-pro,3,matched_supported_goal,Librarian,Create book,"Add a new book to the library catalog with title, author, ISBN, and total copies.",src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java | src/main/java/org/engripaye/librarymanagementsystem/m...,Add book,0.4,0.5
engripaye__library-management-system,random_code_same_budget,deepseek-v4-pro,4,matched_supported_goal,Librarian,Search books,Search the catalog by title or author keyword.,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java | src/main/java/org/engripaye/librarymanagementsystem/r...,Search books,1.0,0.6
engripaye__library-management-system,random_code_same_budget,deepseek-v4-pro,5,implementation_level_goal,Librarian,Get book details,View detailed information of a specific book by ID.,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java,View book detail,0.2667,
engripaye__library-management-system,random_code_same_budget,deepseek-v4-pro,6,matched_supported_goal,Librarian,Borrow book,Librarian lends a book to a member for a specified number of days.,src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java | src/main/java/org/engripaye/librarymanagementsystem/service/LoanService.java | src/main/java/org/engripaye/librarymanagementsystem/d...,Borrow book,1.0,0.6667
engripaye__library-management-system,random_code_same_budget,deepseek-v4-pro,7,matched_supported_goal,Librarian,Return book,"Record the return of a borrowed book, making it available again.",src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java | src/main/java/org/engripaye/librarymanagementsystem/service/LoanService.java | src/main/java/org/engripaye/librarymanagementsystem/m...,Return borrowed book,0.6667,0.6
engripaye__library-management-system,full_selected_context,deepseek-v4-pro,0,matched_goal_actor_label_drift,Library Staff,Register Library Member,A library staff member creates a new user account by providing full name and email.,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java | src/main/java/org/engripaye/librarymanagementsystem/model/AppUser.java,Register library user,0.5,0.4
engripaye__library-management-system,full_selected_context,deepseek-v4-pro,1,matched_goal_actor_label_drift,Library Staff,Add Book,"Staff adds a new book to the library catalog with title, author, ISBN, total copies, and available copies.",src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java | src/main/java/org/engripaye/librarymanagementsystem/m...,Add book,1.0,0.5
engripaye__library-management-system,full_selected_context,deepseek-v4-pro,2,matched_goal_actor_label_drift,Library Member,Browse Books,A library member views all books available in the library.,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java,List books,0.3462,0.5
engripaye__library-management-system,full_selected_context,deepseek-v4-pro,3,matched_goal_actor_label_drift,Library Member,Search Books,A library member searches for books by title or author using a keyword.,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java | src/main/java/org/engripaye/librarymanagementsystem/r...,Search books,1.0,0.6
engripaye__library-management-system,full_selected_context,deepseek-v4-pro,4,matched_goal_actor_label_drift,Library Member,View Book Details,"A library member views detailed information about a specific book, including availability.",src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java,View book detail,0.5,0.5
engripaye__library-management-system,full_selected_context,deepseek-v4-pro,5,matched_goal_actor_label_drift,Library Member,Borrow Book,"A library member borrows a book by providing their user ID, book ID, and optionally a loan duration (default 14 days).",src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java | src/main/java/org/engripaye/librarymanagementsystem/service/LoanService.java | src/main/java/org/engripaye/librarymanagementsystem/m...,Borrow book,1.0,0.6667
engripaye__library-management-system,full_selected_context,deepseek-v4-pro,6,matched_goal_actor_label_drift,Library Member,Return Book,A library member returns a previously borrowed book using the loan ID.,src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java | src/main/java/org/engripaye/librarymanagementsystem/service/LoanService.java,Return borrowed book,0.6667,0.4
engripaye__library-management-system,full_selected_context,deepseek-v4-pro,7,actor_scope_error,Library Staff,View Member Details,A library staff member retrieves a library member's profile by their ID.,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java | src/main/java/org/engripaye/librarymanagementsystem/service/UserService.java,View book detail,0.2222,
engripaye__library-management-system,oracle_upper_bound,deepseek-v4-pro,0,implementation_level_goal,Librarian,View all books,Librarian retrieves a list of all books in the library catalog.,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java (GET /api/books) | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java,Add book,0.3105,
engripaye__library-management-system,oracle_upper_bound,deepseek-v4-pro,1,matched_supported_goal,Librarian,Search books,Librarian searches for books by title or author keyword.,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java (GET /api/books/search) | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java#search(),List books,1.0,0.75
engripaye__library-management-system,oracle_upper_bound,deepseek-v4-pro,2,matched_supported_goal,Librarian,View book details,Librarian retrieves detailed information of a specific book by its ID.,src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java (GET /api/books/{id}) | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java#get(),View book detail,0.5,0.75
engripaye__library-management-system,oracle_upper_bound,deepseek-v4-pro,3,matched_supported_goal,Librarian,Add new book,"Librarian adds a new book to the catalog with title, author, ISBN, and copy counts.",src/main/java/org/engripaye/librarymanagementsystem/controller/BookController.java (POST /api/books) | src/main/java/org/engripaye/librarymanagementsystem/service/BookService.java#create() | src/main/java/org/engripay...,Add book,0.6667,0.6667
engripaye__library-management-system,oracle_upper_bound,deepseek-v4-pro,4,matched_supported_goal,Librarian,View all library users,Librarian retrieves a list of all registered library users.,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java (GET /api/users) | src/main/java/org/engripaye/librarymanagementsystem/service/UserService.java,List library users,0.4,0.75
engripaye__library-management-system,oracle_upper_bound,deepseek-v4-pro,5,matched_supported_goal,Librarian,Register new user,Librarian registers a new library user with full name and email.,src/main/java/org/engripaye/librarymanagementsystem/controller/UserController.java (POST /api/users) | src/main/java/org/engripaye/librarymanagementsystem/service/UserService.java | src/main/java/org/engripaye/library...,Register library user,0.5,0.8
engripaye__library-management-system,oracle_upper_bound,deepseek-v4-pro,6,matched_supported_goal,Librarian,Borrow a book,Librarian records a book borrowing for a specific user with a chosen loan duration.,src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java (POST /api/loans/borrow) | src/main/java/org/engripaye/librarymanagementsystem/service/LoanService.java#borrow() | src/main/java/org/e...,Borrow book,1.0,0.6667
engripaye__library-management-system,oracle_upper_bound,deepseek-v4-pro,7,matched_supported_goal,Librarian,Return a borrowed book,"Librarian records the return of a borrowed book, making the copy available again.",src/main/java/org/engripaye/librarymanagementsystem/controller/LoanController.java (POST /api/loans/{loanId}/return) | src/main/java/org/engripaye/librarymanagementsystem/service/LoanService.java#returnBook(),Return borrowed book,1.0,0.6
jobic10__student-management-using-django,readme_only,deepseek-v4-pro,0,matched_goal_missing_or_wrong_path,Admin,Manage Staff,"Admin can add, update, and delete staff member records.",README.md,Manage staff,1.0,0.0
jobic10__student-management-using-django,readme_only,deepseek-v4-pro,1,matched_goal_missing_or_wrong_path,Admin,Manage Students,"Admin can add, update, and delete student records.",README.md,Manage students,1.0,0.0
jobic10__student-management-using-django,readme_only,deepseek-v4-pro,2,matched_goal_missing_or_wrong_path,Admin,Review Feedback,Admin reviews and replies to feedback submitted by students and staff.,README.md,Reply to feedback,0.4462,0.0
jobic10__student-management-using-django,readme_only,deepseek-v4-pro,3,matched_goal_missing_or_wrong_path,Admin,Approve or Reject Leave,Admin reviews leave applications from staff and students and approves or rejects them.,README.md,Review leave applications,0.4235,0.0
jobic10__student-management-using-django,readme_only,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Staff,Take Student Attendance,Staff records or updates attendance for students in their assigned subjects.,README.md,Take student attendance,1.0,0.0
jobic10__student-management-using-django,readme_only,deepseek-v4-pro,5,matched_goal_missing_or_wrong_path,Staff,Add Student Result,Staff adds or updates exam results for students.,README.md,Add or update student result,0.75,0.0
jobic10__student-management-using-django,readme_only,deepseek-v4-pro,6,matched_goal_missing_or_wrong_path,Student,View Attendance,Student views their own attendance records.,README.md,View attendance,1.0,0.0
jobic10__student-management-using-django,readme_only,deepseek-v4-pro,7,matched_goal_missing_or_wrong_path,Student,Apply for Leave,Student submits a leave application for review by the admin.,README.md,Apply for leave,1.0,0.0
jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,0,matched_goal_actor_label_drift,HOD,Manage Staff,"HOD can add, view, edit, or remove staff accounts through dedicated views.",main_app/hod_views.py,Manage staff,1.0,0.125
jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,1,matched_goal_missing_or_wrong_path,Staff,Manage Students,Staff can view and manage student details relevant to their role.,main_app/staff_views.py,Manage students,1.0,0.0
jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,2,framework_or_boilerplate_noise,Student,View Own Results,A student can log in and view their academic results and attendance summary.,main_app/student_views.py,View attendance,0.2579,
jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,3,matched_goal_actor_label_drift,Staff,Edit Student Result,Authorized staff or HOD can edit a student's result record.,main_app/EditResultView.py | main_app/staff_views.py | main_app/hod_views.py,Add or update student result,0.4,0.2857
jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,4,actor_scope_error,All Users,Login with Email,All actors authenticate using their email address and password instead of a username.,main_app/EmailBackend.py | main_app/views.py,Apply for leave,0.0833,
jobic10__student-management-using-django,file_tree_only,deepseek-v4-pro,5,actor_scope_error,HOD,View Dashboard Analytics,"HOD sees an overview of key metrics like student count, staff count, and recent activities.",main_app/hod_views.py,View attendance,0.25,
jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,0,matched_supported_goal,Admin,Manage Staff,"Admin can add, update, and delete staff accounts in the system.",README.md (Admin Users Can Manage Staff) | main_app/hod_views.py (add_staff) | main_app/urls.py (staff/add),Manage staff,1.0,0.25
jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,1,matched_supported_goal,Admin,Manage Students,"Admin can add, update, and delete student records.",README.md (Admin Users Can Manage Students) | main_app/forms.py (StudentForm),Manage students,1.0,0.125
jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,2,matched_supported_goal,Admin,Manage Courses,"Admin can add, update, and delete academic courses.",README.md (Admin Users Can Manage Course) | main_app/hod_views.py (add_course) | main_app/urls.py (course/add),Manage courses,1.0,0.25
jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,3,matched_goal_actor_label_drift,Staff,Take Attendance,Staff can record student attendance for a given subject and session.,"README.md (Staff/Teachers Can Take/Update Students Attendance) | main_app/staff_views.py (staff_take_attendance, get_students) | main_app/urls.py (staff/take_attendance/, get_students/)",Take student attendance,0.6667,0.2857
jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,4,matched_goal_actor_label_drift,Staff,Edit Student Result,Staff can update test and exam scores for a student in their subject.,README.md (Staff/Teachers Can Add/Update Result) | main_app/EditResultView.py (EditResultView) | main_app/urls.py (edit_student_result/),Add or update student result,0.4,0.2857
jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,5,matched_supported_goal,Student,View Attendance,Student can view their attendance records for a selected subject.,README.md (Students Can View Attendance) | main_app/student_views.py (student_view_attendance) | main_app/urls.py (student/view_attendance/),View attendance,1.0,0.4
jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,6,matched_supported_goal,Student,View Results,Student can see their test and exam scores for each subject.,README.md (Students Can View Result) | main_app/models.py (StudentResult),View result,0.4636,0.2
jobic10__student-management-using-django,readme_plus_code,deepseek-v4-pro,7,matched_goal_actor_label_drift,Staff,Apply for Leave,Staff can submit a leave application for admin approval.,README.md (Staff/Teachers Can Apply for Leave) | main_app/urls.py (staff/apply_leave/ likely),Apply for leave,1.0,0.2
jobic10__student-management-using-django,random_code_same_budget,deepseek-v4-pro,0,actor_scope_error,User,User Login,"User logs in using email and password, validated via Google reCAPTCHA.","main_app/views.py (login_page, doLogin) | main_app/EmailBackend.py | main_app/urls.py",View attendance,0.0732,
jobic10__student-management-using-django,random_code_same_budget,deepseek-v4-pro,1,matched_supported_goal,Admin,View Dashboard,"Admin sees aggregated statistics: total staff, students, courses, subjects, and attendance.",main_app/hod_views.py (admin_home) | main_app/urls.py,Manage courses,0.3333,0.25
jobic10__student-management-using-django,random_code_same_budget,deepseek-v4-pro,2,matched_supported_goal,Admin,Add Staff,"Admin registers a new staff member with personal details, course assignment, and profile picture.",main_app/hod_views.py (add_staff) | main_app/forms.py (StaffForm) | main_app/urls.py,Manage staff,0.3333,0.375
jobic10__student-management-using-django,random_code_same_budget,deepseek-v4-pro,3,matched_supported_goal,Admin,Manage Courses,Admin can add new courses to the system.,main_app/urls.py (path: course/add) | main_app/hod_views.py (add_course referenced),Manage students,1.0,0.25
jobic10__student-management-using-django,random_code_same_budget,deepseek-v4-pro,4,matched_goal_actor_label_drift,Staff,Take Attendance,"Staff selects a subject and session, then marks attendance for students.","main_app/staff_views.py (staff_take_attendance, get_students) | main_app/urls.py",Take student attendance,0.6667,0.2857
jobic10__student-management-using-django,random_code_same_budget,deepseek-v4-pro,5,matched_goal_actor_label_drift,Staff,Edit Student Result,Staff updates a student's test and exam scores for a subject.,main_app/EditResultView.py | main_app/forms.py (EditResultForm) | main_app/urls.py,Add or update student result,0.4,0.2857
jobic10__student-management-using-django,random_code_same_budget,deepseek-v4-pro,6,matched_supported_goal,Student,View Attendance,Student selects a subject to view attendance records and overall percentages.,main_app/student_views.py (student_view_attendance) | main_app/urls.py,View attendance,1.0,0.4
jobic10__student-management-using-django,random_code_same_budget,deepseek-v4-pro,7,matched_supported_goal,Student,View Dashboard,Student sees attendance summary with present/absent percentages across subjects.,main_app/student_views.py (student_home) | main_app/urls.py,View result,0.3333,0.4
jobic10__student-management-using-django,full_selected_context,deepseek-v4-pro,0,matched_supported_goal,Admin,View dashboard summary,"Admin sees overall summary charts of student performances, staff performances, courses, subjects, and attendance.",main_app/hod_views.py admin_home | URL pattern admin/home/,Manage courses,0.3,0.125
jobic10__student-management-using-django,full_selected_context,deepseek-v4-pro,1,matched_supported_goal,Admin,Manage staff records,"Admin adds, updates, and deletes staff members (teachers).","main_app/hod_views.py add_staff | URL patterns staff/add, staff/edit/<int:staff_id>, staff/delete/<int:staff_id> | README features list",Manage staff,0.6667,0.125
jobic10__student-management-using-django,full_selected_context,deepseek-v4-pro,2,matched_supported_goal,Admin,Manage courses,"Admin adds, updates, and deletes courses offered in the institution.",main_app/hod_views.py add_course | URL pattern course/add | README features list,Manage students,1.0,0.125
jobic10__student-management-using-django,full_selected_context,deepseek-v4-pro,3,matched_goal_actor_label_drift,Staff,Take student attendance,Staff marks attendance for students in a subject during a specific session.,"main_app/staff_views.py staff_take_attendance, get_students | URL patterns staff/take_attendance, get_students",Take student attendance,1.0,0.1429
jobic10__student-management-using-django,full_selected_context,deepseek-v4-pro,4,matched_goal_actor_label_drift,Staff,Edit student result,Staff updates test and exam scores for a student in a particular subject.,main_app/EditResultView.py EditResultView | URL pattern edit_student_result,Add or update student result,0.4,0.1429
jobic10__student-management-using-django,full_selected_context,deepseek-v4-pro,5,matched_supported_goal,Student,View attendance,"Student views their attendance records per subject, showing present and absent days.",main_app/student_views.py student_view_attendance | URL pattern student/view/attendance,View attendance,1.0,0.2
jobic10__student-management-using-django,full_selected_context,deepseek-v4-pro,6,matched_supported_goal,Admin,Review feedback,Admin reviews feedback sent by students and staff and can reply to them.,"main_app/hod_views.py student_feedback_message, staff_feedback_message | URL patterns student/view/feedback/, staff/view/feedback/ | README features list",Reply to feedback,0.3759,0.2
jobic10__student-management-using-django,full_selected_context,deepseek-v4-pro,7,matched_supported_goal,Admin,Review leave requests,Admin approves or rejects leave applications submitted by students and staff.,"main_app/hod_views.py view_student_leave, view_staff_leave | URL patterns student/view/leave/, staff/view/leave/ | README features list",Review leave applications,0.5,0.2
jobic10__student-management-using-django,oracle_upper_bound,deepseek-v4-pro,0,matched_supported_goal,Admin,Add Staff,Admin adds a new staff member with profile details and photo.,README.md (Admin Users Can: Manage Staff) | main_app/urls.py (path staff/add) | main_app/hod_views.py (add_staff function) | main_app/forms.py (StaffForm),Manage staff,0.3333,0.375
jobic10__student-management-using-django,oracle_upper_bound,deepseek-v4-pro,1,code_context_overgeneralization,Admin,Add Course,Admin adds a new academic course with name.,README.md (Admin Users Can: Manage Course) | main_app/urls.py (path course/add) | main_app/models.py (Course model),Manage students,0.2613,
jobic10__student-management-using-django,oracle_upper_bound,deepseek-v4-pro,2,matched_goal_actor_label_drift,Staff,Take Attendance,Staff records attendance for students in a selected subject and session.,"README.md (Staff Can: Take/Update Students Attendance) | main_app/staff_views.py (staff_take_attendance, get_students) | main_app/templates/staff_template/staff_take_attendance.html",Take student attendance,0.6667,0.2857
jobic10__student-management-using-django,oracle_upper_bound,deepseek-v4-pro,3,matched_goal_actor_label_drift,Staff,Edit Student Result,Staff updates a student's test and exam scores for a given subject.,main_app/EditResultView.py (EditResultView class) | main_app/templates/staff_template/edit_student_result.html | README.md (Staff Can: Add/Update Result),Add or update student result,0.4,0.1429
jobic10__student-management-using-django,oracle_upper_bound,deepseek-v4-pro,4,matched_supported_goal,Student,View Attendance,Student views their attendance per subject within a date range.,main_app/student_views.py (student_view_attendance) | main_app/templates/student_template/student_view_attendance.html,View attendance,1.0,0.4
jobic10__student-management-using-django,oracle_upper_bound,deepseek-v4-pro,5,matched_supported_goal,Student,View Results,"Student sees a table of their results including test, exam, and total scores.",main_app/templates/student_template/student_view_result.html | README.md (Students Can: View Result),View result,0.4437,0.2
jobic10__student-management-using-django,oracle_upper_bound,deepseek-v4-pro,6,actor_scope_error,User,Login with CAPTCHA,"Any user logs in using email, password, and Google reCAPTCHA verification.",README.md (Admin/Staff/Student Login) | main_app/views.py (doLogin function with captcha verification) | main_app/urls.py (path doLogin/),Apply for leave,0.0833,
jobic10__student-management-using-django,oracle_upper_bound,deepseek-v4-pro,7,matched_supported_goal,Admin,View Student Attendance,Admin views attendance records for a subject and session.,README.md (Admin Users Can: View Student Attendance) | main_app/views.py (get_attendance function) | main_app/urls.py (path get_attendance),Manage academic sessions,0.6667,0.125
knowledgefactory4u__librarymanagementsystem,readme_only,deepseek-v4-pro,0,matched_supported_goal,Admin,Admin Login,Admin logs into the system using email and password credentials.,README.md | http://localhost:9080 | screenshot admin-login.png,Sign in to library admin panel,0.35,0.3333
knowledgefactory4u__librarymanagementsystem,readme_only,deepseek-v4-pro,1,matched_supported_goal,Admin,Manage Books,"Admin can view, add, update, and delete book records in the library system.",README.md | screenshot library-management-system.png,List and paginate books,0.3333,0.2
knowledgefactory4u__librarymanagementsystem,readme_only,deepseek-v4-pro,2,matched_supported_goal,Admin,Manage Authors,"Admin can view, add, update, and delete author records.",README.md | screenshot authors-list.png,Manage authors,1.0,0.1
knowledgefactory4u__librarymanagementsystem,readme_only,deepseek-v4-pro,3,matched_supported_goal,Admin,Manage Categories,"Admin can view, add, update, and delete book categories.",README.md | screenshot categorylist.png,Create book,1.0,0.2
knowledgefactory4u__librarymanagementsystem,readme_only,deepseek-v4-pro,4,matched_goal_missing_or_wrong_path,Admin,Manage Publishers,"Admin can view, add, update, and delete publisher records.",README.md | screenshot publishers-list.png,Update book,1.0,0.0
knowledgefactory4u__librarymanagementsystem,readme_plus_code,deepseek-v4-pro,0,matched_supported_goal,Admin,Authenticate as Admin,Administrator logs in using email and password to access the library management system.,README.md (Admin Login Interface section and image) | src/main/java/com/knf/dev/librarymanagementsystem/controller/IndexController.java (/login endpoint),Sign in to library admin panel,0.3941,1.0
knowledgefactory4u__librarymanagementsystem,readme_plus_code,deepseek-v4-pro,1,matched_supported_goal,Admin,Manage Books,"Admin can view a paginated list of books, search, add new books, update details, and delete books from the catalog.","README.md (Add new books, update books, view books, delete books screenshot) | src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java (truncated, but mappings visible for list, search, add, v...",Search books,0.3333,0.6667
knowledgefactory4u__librarymanagementsystem,readme_plus_code,deepseek-v4-pro,2,matched_goal_missing_or_wrong_path,Admin,Manage Authors,"Admin can view, add, update, and delete author records.","README.md (Add new authors, update authors, view authors, delete authors screenshot) | src/main/java/com/knf/dev/librarymanagementsystem/controller/AuthorController.java | src/main/java/com/knf/dev/librarymanagementsy...",Update book,1.0,0.0
knowledgefactory4u__librarymanagementsystem,readme_plus_code,deepseek-v4-pro,3,matched_supported_goal,Admin,Manage Categories,"Admin can view, add, update, and delete categories for books.","README.md (Add new categories, update categories, view categories, delete categories screenshot) | src/main/java/com/knf/dev/librarymanagementsystem/controller/CategoryController.java | src/main/java/com/knf/dev/libra...",Manage authors,1.0,0.1
knowledgefactory4u__librarymanagementsystem,readme_plus_code,deepseek-v4-pro,4,matched_supported_goal,Admin,Manage Publishers,"Admin can view, add, update, and delete publisher records.","README.md (Add new publishers, update publishers, view publishers, delete publishers screenshot) | src/main/java/com/knf/dev/librarymanagementsystem/controller/PublisherController.java | src/main/java/com/knf/dev/libr...",Create book,1.0,0.2
knowledgefactory4u__librarymanagementsystem,readme_plus_code,deepseek-v4-pro,5,matched_supported_goal,Admin,Export Data as CSV,Admin can export library data (likely books or other entities) by requesting a CSV download.,src/main/java/com/knf/dev/librarymanagementsystem/controller/FileExportController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/FileService.java,Export library data to CSV,0.75,0.6667
knowledgefactory4u__librarymanagementsystem,random_code_same_budget,deepseek-v4-pro,0,matched_goal_actor_label_drift,Librarian,Login,Librarian accesses the login page to authenticate and gain access to the library management system.,"src/main/java/com/knf/dev/librarymanagementsystem/controller/IndexController.java | pom.xml (spring-boot-starter-security, thymeleaf-extras-springsecurity5)",Sign in to library admin panel,0.3235,0.3333
knowledgefactory4u__librarymanagementsystem,random_code_same_budget,deepseek-v4-pro,1,matched_goal_actor_label_drift,Librarian,Manage Categories,"Librarian creates, views, updates, and deletes book categories.",src/main/java/com/knf/dev/librarymanagementsystem/controller/CategoryController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/CategoryService.java | src/main/java/com/knf/dev/librarymanagementsystem...,Manage categories,1.0,0.2
knowledgefactory4u__librarymanagementsystem,random_code_same_budget,deepseek-v4-pro,2,matched_goal_actor_label_drift,Librarian,Manage Authors,"Librarian paginates through authors and performs create, read, update, and delete operations.",src/main/java/com/knf/dev/librarymanagementsystem/controller/AuthorController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/AuthorService.java | src/main/java/com/knf/dev/librarymanagementsystem/ent...,Manage authors,1.0,0.2
knowledgefactory4u__librarymanagementsystem,random_code_same_budget,deepseek-v4-pro,3,matched_goal_actor_label_drift,Librarian,Manage Publishers,"Librarian maintains the list of publishers with add, edit, and delete capabilities.",src/main/java/com/knf/dev/librarymanagementsystem/controller/PublisherController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/PublisherService.java | src/main/java/com/knf/dev/librarymanagementsyst...,Manage publishers,1.0,0.2
knowledgefactory4u__librarymanagementsystem,random_code_same_budget,deepseek-v4-pro,4,actor_scope_error,Librarian,Manage Books,"Librarian maintains the library book catalog by adding, updating, deleting, and searching for books.",src/main/java/com/knf/dev/librarymanagementsystem/service/impl/BookServiceImpl.java | src/main/java/com/knf/dev/librarymanagementsystem/repository/BookRepository.java | src/main/java/com/knf/dev/librarymanagementsyste...,Search books,0.3333,
knowledgefactory4u__librarymanagementsystem,random_code_same_budget,deepseek-v4-pro,5,matched_goal_actor_label_drift,Librarian,Export Data to CSV,"Librarian exports library data (books, authors, categories, publishers) as CSV files for reporting or backup.",src/main/java/com/knf/dev/librarymanagementsystem/controller/FileExportController.java | src/main/java/com/knf/dev/librarymanagementsystem/service/impl/FileServiceImpl.java | src/main/java/com/knf/dev/librarymanagemen...,Export library data to CSV,0.75,0.3333
knowledgefactory4u__librarymanagementsystem,random_code_same_budget,deepseek-v4-pro,6,matched_goal_missing_or_wrong_path,Librarian,Search Books,"Librarian searches for books by keyword matching name, ISBN, or serial name.",src/main/java/com/knf/dev/librarymanagementsystem/repository/BookRepository.java | src/main/java/com/knf/dev/librarymanagementsystem/service/impl/BookServiceImpl.java,Search books,1.0,0.0
knowledgefactory4u__librarymanagementsystem,full_selected_context,deepseek-v4-pro,0,matched_supported_goal,Admin,Login,Admin logs in using email and password to access the library management system.,src/main/java/com/knf/dev/librarymanagementsystem/controller/IndexController.java | README.md,Sign in to library admin panel,0.3424,0.6667
knowledgefactory4u__librarymanagementsystem,full_selected_context,deepseek-v4-pro,1,matched_supported_goal,Admin,Manage Books,"Admin views, searches, adds, edits, and removes books from the catalog.",src/main/java/com/knf/dev/librarymanagementsystem/controller/BookController.java | README.md | src/main/java/com/knf/dev/librarymanagementsystem/service/BookService.java,List and paginate books,0.35,0.8
knowledgefactory4u__librarymanagementsystem,full_selected_context,deepseek-v4-pro,2,matched_supported_goal,Admin,Manage Authors,"Admin views, adds, edits, and removes author records.",src/main/java/com/knf/dev/librarymanagementsystem/controller/AuthorController.java | README.md | src/main/java/com/knf/dev/librarymanagementsystem/service/AuthorService.java,Manage authors,1.0,0.3
knowledgefactory4u__librarymanagementsystem,full_selected_context,deepseek-v4-pro,3,matched_supported_goal,Admin,Manage Categories,"Admin views, adds, edits, and removes category records.",src/main/java/com/knf/dev/librarymanagementsystem/controller/CategoryController.java | README.md | src/main/java/com/knf/dev/librarymanagementsystem/service/CategoryService.java,Create book,1.0,0.2
